name,page,text
963330_bijlagen.zip__concatenated,27,"26-mei-2011
55-09-0102

Gemeente Amsterdam
stadsdeel Centrum

Warmoesstraat 10

Zijgevel rechts
Het metselwerk is kwalitatief redelijk. De ramen en kozijnen zijn kwalitatief goed.
De gevel is voldoende stabiel.

Achtergevel

De kwaliteit van het metselwerk is redelijk.

Er is geen scheurvorming aangetroffen.

De kwaliteit van de ramen en kozijnen is goed.

De afmetingen van de penanten op de begane grond zijn 420mm, 420 mm, 430 mm en
420 mm. Het gevelmetselwerk is steens. Een oploodmeting links geeft een schranking
aan van 3 mm/m!. Een oploodmeting rechts geeft een schranking aan van 4 mm/m!. In
het pand zijn twee portalen aangebracht.

De achtergevel biedt het pand voldoende steun in de dwarsrichting.

ACHTERGEVELS

 

E

ESA

CR a TO e E e

  

E

5
4

 

10

Inch

 

mm !o Î

1T

ES7|

10 09 03 02 01 C7 B7 A7 C8 B8 A8 C9 B9

-
-_
o
”

C1 B1 A1 C2 B2 A2 B5 A5 20 18 17

Patch Reference numbers on UTT

the scale towards documen*” M

Image Engineering Scan Reference Chart TE263 Serial No.

 
"
892231__concatenated,38,"B

e

 

 
"
892231__concatenated,27,"Gemeente Amsterdam November 2016
Intensivering maatwerk aan Eritrese statushouders binnen de Amsterdamse Aanpak Pagina 7 van 10

Peer educators moeten in hun rol professioneel worden ondersteund, zowel inhoudelijk als in hun
rol als vrijwilligers.

Actie: ontwikkelen van peer educatie met betrekking tot de verschillende
gezondheidsproblemen waarmee statushouders kampen, waaronder voor Eritrese
statushouders.

Doel: verbeteren gezondheid van statushouders.

Kosten: budgetneutraal, dekking binnen programmamiddelen GGD.

Gatekeeperstraining “vroegsignalering suïcide” ter signalering van psychische
klachten

Psychische klachten — depressie en angst - komen bij 30-40% van de vluchtelingen voor. Bij 10-15%
is sprake van PTTS. Suïcide komt onder asielzoekers vaker voor, 25 vs. 15 op 100.000 per jaar. Ook
chronische pijnklachten komen onder vluchtelingen meer voor (50%) dan onder Nederlanders
(30%). Er is een samenhang van deze pijnklachten met psychische klachten. Vroege diagnostiek en
toegeleiding naar behandeling van psychische problemen zijn noodzakelijk. Psychische problemen
zijn een taboe onderwerp voor de meeste vluchtelingen, hierbij is begeleiding nodig. Preventie van
psychische problemen door interventies als “Mind-Spring” een voor en door interventie
programma. Nu zijn er nog geen middelen voor deze werkwijze. Wel is er al een
gatekeeperstraining “vroegsignalering suïcide” die door de GGD gegeven kan worden aan
professionals die nauw samenwerken met de statushouders.

Actie: aanbieden van de gatekeeperstraining “vroegsignalering suïcide"" door de GGD aan
professionals die nauw samenwerken met de statushouders.

Doel: tijdige signalering psychische klachten door professionals.

Kosten: budgetneutraal, dekking binnen programmamiddelen GGD.

Seksuele voorlichting
Op het gebied van seksuele gezondheid en bescherming tegen soa/hiv en ongewenste

zwangerschap hebben met name laaggeletterden meer kans problemen te krijgen, omdat ze op
jongere leeftijd meerdere wisselende contacten hebben. Voor de Eritrese groep is de relatief hoge
achtergrond prevalentie van HIV (komt zeven keer meer voor dan in Nederland) een risicofactor.
Jonge asielzoekers en vluchtelingen hebben minder kennis over het lichaam, soa en voortplanting.
Ze kennen de Nederlandse normen en waarden rondom seksuele zelfbepaling en seksuele
identiteit niet, noch de gendernormen in het omgaan tussen de seksen.

De groep vluchtelingen betreft met name mensen jonger dan 35 jaar waaronder de kwetsbare
groepen van AMV'ers en LHBT'ers. Voor deze jonge populatie vluchtelingen is seksualiteit een
vanzelfsprekend onderdeel van hun leven. Bij onvoldoende kennis over seksualiteit, seksuele
gezondheid en seksuele en gender normen in Nederland zijn zij extra kwetsbaar voor soa, HIV,
ongeplande zwangerschappen en seksuele dwang.

De SOA-poli ziet vanuit de gemeentelijke ambities en beleid tevens een taak in de collectieve
preventie, met waar het gaat om voorlichting over relatievorming en seksualiteit in de breedste zin
van het woord, in samenwerking met gezondheidsbevordering. Er zal gebruik kunnen worden
"
963330_bijlagen.zip__concatenated,245,"Retouradres: Stadsdeel Centrum, Postbus 202, 1000 AE Amsterdam

Warmoesstraat 1
1012 JD AMSTERDAM
"
963330_bijlagen.zip__concatenated,43,"Gemeente Amsterdam
26-mei-2011 stadsdeel Centrum
55-09-0102

Warmoesstraat 10

Warmoesstraal 10-12 xisx

Verandertijke belasting
(zie art 5 52 NEN 8702 en sogelng boowbeskst artiei 4 7251

dedutetscin narerian verasrderiks vioerbeasting v= c4
AehNmetacio oxverne waarde var de veonderljkn belaseng ”T 02
Voce bouwwerker behorende iot voiigheidskiasse 2 dent vorr de bepaing van de euukbe-
tactor voor de geïjrmatg verdeelis beiasling uigegsan worden van 8en MMMm relerentbe
nneau van 15 jaar (artiei 4 25 ad « Regelrg Boswbesksl 2003)

ì
z

oo
the scale towards documen’

Dus D 1 meier tund rep= 4482 KM

Voor Ceze belastingsoort geidt sen belasteglacto (zez) van 1.08
(tabe: 2 von de Regeing Boumbesiut 2003}

1e0

E RAAAS *“ RAA P“ SAAE
10

1

De rekenwaarde vonr de belastog van t mete underingsaankeg s
F aa 122 «Nm
(artibel & 1 2 NEN 6702 en ragelng bouwbesluf arbkel 4 25;

e]
[ss]
[e))
®
o
<
o
[es]
)
ö
-
<
_
o
-
®}
_
[=]
a
°
[se]
)
[e2]
°
°
*

Conclusie:

Ce op de tundenng asngrjpande beashng n oo de pemarsrie belassng e nittige belastrg
sgrshcart goler dan het d'aagvermagen van deze hLngerrg

D betekant dat de tunderng n de zn van artikei 2 5 on 26 van het Bossbesdut S 7aat voidoet

Stadsdeel Amsterderm-L4rtnum
Secine B Afd Vergurningen Bouw

 

18 17 16 11

C2 B2 A2 B5 A5 20

C1 B1 A1
Panch Rederence numbers on UTT
mage Engeering Scan AeferenceChart TE263 Serial No.

 
"
963330_bijlagen.zip__concatenated,125," 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

STRACKEE BV BOUWADVIESBUREAU werknummer: 912-096
berekeningnummer: 1
bladnummer: 39
NORMAALKRACHTEN 2e orde Fundamentele
combinatie
0.4 0.4
-0.3 = 0.2 A
© 7
N Ô
- N
) ©”
l l
REACTIES 2e orde Fundamentele
combinatie
Kn. X-min X-max Z-min Z-max M-min M-max
1 -0.00 -0.00 129.88 371.84 -0.01 -0.00
4 -0.00 -0.00 112.60 320.54 -0.00 -0.00
5 -190.85 -65.53
6 0.00 0.00 -125.91 -42.94
OMHULLENDE VAN DE INCIDENTELE COMBINATIES
VERPLAATSINGEN 2e orde [mm] Incidentele
combinatie
-0.62 -0.54
-3.21
STAALPROFIELEN — ALGEMENE GEGEVENS
Stabiliteit: Classificatie gehele constructie: Ongeschoord
Doorbuiging en verplaatsing:
Aantal bouwlagen: 4
Gebouwtype: Overig
Toel. horiz. verplaatsing gehele gebouw: h/500
Kleinste gevelhoogte [m]: 0.0
MATERIAAL
Mat Profielnaam Vloeisp. Productie Min. drsn
nr. [N/mm2 ] methode klasse
1 B114.3/10 355 Warmgewalst 1
2 HEB300 235 Gewalst 1
KNIKSTABILITEIT Extra Extra
Staaf lsys Classif. y lknik;y aanp. y Classif. lknik;z aanp. Z
[m] sterke as [m] [kN] zwakke as [m] [kN]
1 1.600 Ongeschoord 2e orde Geschoord 1.600 0.0
2 1.600 Ongeschoord 2e orde Geschoord 1.600 0.0
3 3.800 Ongeschoord 2e orde Geschoord 3.800 0.0
4 0.600 Ongeschoord 2e orde Geschoord 0.600 0.0
5 1.100 Ongeschoord 2e orde Geschoord 1.100 0.0
KIPSTABILITEIT
Staaf Plts. l gaffel Kipsteunafstanden
aangr. [m]  [m]
1 1.0*h boven: 1.60 1,6
onder: 1.60 1,6
2 0.0*h boven: 1.60 1,6 x
onder: 1.60 1,6
3 1.0*h boven: 3.80 3,8 X
onder: 3.80 3,8 .
4 1.0*h boven: 0.60 0.600 X Pagina 40/44
onder: 0.60 0.600 °
5 1.0*h boven: 1.10 1.100
onder: 1.10 1.100

 

Berekening funderingsherstel Warmoesstraat 10 te Amsterdam

11 juli 2013
"
892231__concatenated,40,"x “i ®

R E

® r dá “
s s

P a e E }

E I 4‚\2…

E e e
-

 

 
"
963330_bijlagen.zip__concatenated,98,"STRACKEE BV BOUWADVIESBUREAU werknummer: 912-096
berekeningnummer: 1
bladnummer: 12

5. BEREKENING FUNDERING

KRACHTSVERDELING

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

Materialen
Naam | Type | E [N/mm’ | E,[N/mm”] | v [ oz[1/°C] [ p [kg/m* | Materiaal | Contour [ Structuur
kleur kleur
1/C30/37 |Beton 32000 32000]| 0,20 1E-5 2500| Concrete A
Naam P; P2 P3 Pa Ps | Pg [P7 | Ps | Po | Pio | P1 | P42
1|C30/37 [f[N/mm""]=30 _[v=1,500 |0=0,85 |6= 2,00
Domains
Type | Materiaal | Refí, | Ref; | Dikte | Oppervlak | Gat | Mesh
[mm] Im?]
1|Schaal 1 Auto |Auto 400 190,725 | 1
Knoopopleggingen
Knoop | Type | Ref. Elem. Rx Ry Rz Rxx Ryy Rzz
[kN/m] | [kN/m] | [kN/m] | [kNm/rad] | [kNm/rad] | [kNm/rad]
— —|Globaal |— — — — — — —
1 5|Globaal 1E+2 1E+2 5SE+4 0 0 0
2 6|/Globaal 1E+2 1E+2 5SE+4 0 0 0
3 7|Globaal 0 0 5E+4 0 0 0
4 8|Globaal 0 0 5E+4 0 0 0
5 9|Globaal 0 0 5SE+4 0 0 0
6 10|Globaal 0 0 5SE+4 0 0 0
7 11/Globaal 0 0 5SE+4 0 0 0
8 79|Globaal 0 0 5E+4 0 0 0
9 80|Globaal 0 0 5SE+4 0 0 0
10 81 |[Globaal 0 0 5SE+4 0 0 0
11 82 |Globaal 0 0 5E+4 0 0 0
12 83|Globaal 0 0 5E+4 0 0 0
13 84 |Globaal 0 0 5SE+4 0 0 0
14 85|Globaal 0 0 5SE+4 0 0 0
15 86|Globaal 0 0 5E+4 0 0 0
16 87 |Globaal 0 0 5SE+4 0 0 0
17 88|Globaal 0 0 5SE+4 0 0 0
18 89 |[Globaal 0 0 5SE+4 0 0 0
19 90|Globaal 0 0 5E+4 0 0 0
20 91 [Globaal 0 0 5SE+4 0 0 0
21 92|Globaal 0 0 5SE+4 0 0 0
22 93|Globaal 0 0 5SE+4 0 0 0
23 94 |Globaal 0 0 5SE+4 0 0 0
24 95|Globaal 0 0 5SE+4 0 0 0
25 96|Globaal 0 0 5E+4 0 0 0
26 97|Globaal 0 0 5E+4 0 0 0
27 98 |Globaal 0 0 5SE+4 0 0 0
28 99 |[Globaal 0 0 5E+4 0 0 0
29 100|Globaal 0 0 5SE+4 0 0 0
30 101 [Globaal 0 0 5SE+4 0 0 0
31 102|Globaal 0 0 5E+4 0 0 0
32 103|Globaal 0 0 5E+4 0 0 0
33 104|Globaal 0 0 5SE+4 0 0 x 0
34 105]|Globaal 0 o[ _ 5E+4 0 0 X O
35|[_ __ 106]|Globaal 0 0| _ _5E+4 0 0 X _Pagina 13/44
36 107 |[Globaal 0 0 5E+4 0 0 # Ô
37 108[Globaal 0 0| _ _5E+4 0 0 W o
38 109 |Globaal 0 0 5SE+4 0 0 0
39 110|/Globaal 0 0 5E+4 0 0 0
40 111|Globaal 0 0 5E+4 0 0 0
41 112|Globaal 0 0 5E+4 0 0 0
42 113/Globaal 0 0 5E+4 0 0 0

 

 

 

 

 

 

 

 

 

 

 

 

 

Berekening funderingsherstel Warmoesstraat 10 te Amsterdam 11 juli 2013
"
963330_bijlagen.zip__concatenated,200,"Retouradres: Bouwen & Wonen, Postbus 202, 1000 AE Amsterdam

Warmoesstraat 10 '
1012JD AMSTERDAM
"
892231__concatenated,4,"Intensivering maatwerk

Het Kennisplatform Integratie & Samenleving (KIS) heeft verschillende verkenningen en rapporten
uitgebracht naar de integratiekansen en belemmeringen van Eritrese statushouders die sinds 2014 naar
Nederland zijn gekomen. De Amsterdamse Aanpak Statushouders heeft verschillende overleggen en
informatiebijeenkomsten georganiseerd met klantmanagers, ketenpartners en Eritrese Nederlandse
zelforganisaties (sleutelfiguren). Dit alles heeft geresulteerd in het ‘Plan van aanpak ter intensivering
maatwerk aan Eritrese statushouders binnen de Amsterdamse Aanpak’. Deze geïntensiveerde aanpak op
maat voor Eritrese statushouders is sinds januari 2017 in uitvoering gegaan. Onderstaande projecten
maken onderdeel uit van het maatwerk aan Eritrese statushouders die daar behoefte aan hebben:

e Deskundigheidstrainingen, interculturele communicatie en informatiebijeenkomsten voor de
dedicated WPI-klantmanagers, jobhunters.

e  Taalverwerving en Oriëntatieprogramma Vluchtelingen.

e Traïning en coaching (persoonlijk en in groepen) door Eritrese Nederlandse organisaties aan de
statushouders over de culturele verschillen, rechten en plichten, Nederlandse normen en
waarden, vrouwenrechten, etc.

e Coaching en begeleiding op locatie Riekerhaven, Noord en Zuid Oost en via sport door Eritrese
sleutelfiguur.

e Kernteam Eritrese Statushouders, met 0.a. Eritrese Nederlandse sleutelfiguren, klantmanagers,
VluchtelingenWerk NL.

Landelijke overleg

Het ministerie van Sociale Zaken en Werkgelegenheid heeft een overlegtafel georganiseerd met 0.a. VNG,
gemeenten, ministerie V&J. Ook de gemeenten Amsterdam was daarbij aanwezig. Doel van de
bijeenkomst was om de signalen en succesverhalen rondom de Eritrese statushouders met elkaar te
bespreken en om de urgentie te benaderukken. De gemeente Amsterdam heeft de wens uitgesproken om
het overleg tussen '’t Rijk, VNG en de gemeenten voor de komende periode structureel te organiseren.
Verder bestaat op landelijk niveau de werkgroep Multidisciplinair Team Schijnhuwelijken (MTD) waarbij
ook de gemeente Amsterdam is aangesloten.

Mogelijke oplossingen
Om de zorgelijke signalen rondom de Eritrese statushouders aan te pakken kan ingezet worden op de
volgende mogelijkheden. Deze lijst is niet uitputtend, maar het geeft een indruk van de mogelijke volgende

oplossingen:

Uitvoering
e  Multidisciplinaire aanpak: veldrafel per thema, bijvoorbeeld zorg, met concrete procesafspraken.
e  Delen van succesverhalen met afdelingen/domeinen en met de doelgroep.
e  Inzet van (innovatieve) informatiemiddelen in eigen taal: toneelstuk, online filmpjes, Facebook-
pagina over zorg, brochures en flyers met voorlichting.
e  Inzet Eritrese sleutelfiguren op alle locaties met grote concentratie Eritrese Statushouders.
o Afspraken met het beheer van een locatie over gedragsregels.

Procesafspraken
e Inzichtelijke maken van de bestaande middelen en expertise bij partners en binnen de
gemeente.

e Lijnafspraken maken over en coördinatie van domein overschrijdende signalen.

e Communicatie en inzet richting VNG, ’t Rijk, MTD en afdeling Identiteitsfraude vaststellen.

e De gemeenten hebben de verantwoordelijkheid op zich genomen om extra Eritrese
statushouders op te vangen. Wat mogen verwachten ter ondersteuning vanuit ‘t Rijk?

 

 
"
963330_bijlagen.zip__concatenated,175,"omieverse _ Bijlagen

Formele bijlagen

Naam bijlage Bestandsnaam Type Datum Status
ingediend document
W10_tek_1__BT_pdf W10 tek 1 BT.pdf Plattegronden, 2017-12-08 In
doorsneden en behandeling

detailtekeningen bouwen
complexere bouwwerken

Welstand
W10_tek_2 NT_pdf W10 tek 2 NT.pdf Plattegronden, 2017-12-08 In
doorsneden en behandeling

detailtekeningen bouwen
complexere bouwwerken

Welstand
w10_foto_pdf w10 foto.pdf Welstand 2017-12-08 In
behandeling
archieftekeningen_W- archieftekeningen Plattegronden, 2017-12-08 In
10_ivm_Orde_2 W10 ivm Orde 2.pdf _ doorsneden en behandeling
detailtekeningen bouwen
complexere bouwwerken
Welstand
werkomschrijving cult_hi- werkomschrijving cult Welstand 2017-12-08 In
st_pdf hist.pdf Anders behandeling

Datum aanvraag: 8 december 2017 Aanvraagnummer: 3359329 Pagina 1 vanl
"
963330_bijlagen.zip__concatenated,87,"STRACKEE BV BOUWADVIESBUREAU werknummer: 912-096

berekeningnummer: 1
bladnummer: 1

INHOUD
1. INLEIDING aa e 2
UITGANGSPUNTEN aa 2
2. VEERCONSTANTE PALEN … 4
3. BELASTINGEN … 5
4. GEWICHTSBEREKENING ….. 7
5. BEREKENING FUNDERING … 12
KRACHTSVERDELING ….. 12
Materialen….unnne e 12
DomaÏnS … 12
Knoopopleggingen …. 12
Belastinggeval...unnneene e e 13
Belastinggroepen (Eurocode-NL).…un n 14
Belastingcombinaties ….… e 14
Maximale moment t.g.v. kolomlasten direct na de bouwfase …. 21
WAPENING … 23
6. PONS aa e 24
7. CONTROLE BOUWMUUR OP STAAL IN DE BOUWFASE … 25
8. STUTCONSTRUCTIE …. 31

Pagina 2/44

OxXxXxX

 

Berekening funderingsherstel Warmoesstraat 10 te Amsterdam 11 juli 2013
"
963330_bijlagen.zip__concatenated,38,"&
G
DE
D
i
q =
Ë
ó
25
5©
$o
7}
E ö
? S
oo

26-mei-2011
55-09-0102

Warmoesstraat 10

4G5:n>0p sp1emo} 3[P2s oĲ

68 69 8V 89 89 ZV Z8 ZO LO ZO €0 60 OL

 

.Íﬁlì ‘ON |euaS £973L Weu> a2uarajay vers Guuaaur6uy a6ew

a #

LLIN o siaqwnu a2ua1ajag Yned

0Z SV Ssg zV za 79 IV Ld L9

L E-
r f me

E E z P

 

T

 
"
892231__concatenated,53," 

—

 

 

 

Van: EOTC. amst & e N
Verzonden: maandag 5 februari 2018 13:41

Aan: ‘ |

Onderwerp: Uw mail d.d. 11 januari 2018

Bijlagen: Brief aan GGD Amsterdaml1.pdf

Geachte4

Hierbij sturen wij, Het bestuur van de Eritrese Orthodox Tewahdo Medhaniealem Kerk Amstelveen-
Amstelland, een antwoord op uw voorstel d.d. 11 januari 2018, betreft uw nieuwe wens om het organiseren
van de voorlichtingsbijeenkomst buiten de kerk zaal te houden.

zie bijlage

met vriendelijke groet,

w e
"
963330_bijlagen.zip__concatenated,172,"Formulierversie I_Ocatie

2017.02

1 Adres

Postcode

Huisnummer

Huisletter
Huisnummertoevoeging
Straatnaam
Plaatsnaam

Gelden de werkzaamheden in deze
aanvraag/melding voor meerdere
adressen of percelen?

Datum aanvraag: 8 december 2017 Aanvraagnummer: 3359329

1012JD

10

H
Warmoesstraat

Amsterdam

[] Ja
Nee

Pagina 1 vanl
"
963330_bijlagen.zip__concatenated,123,"STRACKEE BV BOUWADVIESBUREAU werknummer: 912-096
berekeningnummer: 1
bladnummer: 37

 

 

 

 

 

 

 

 

KNOPEN
Knoop x z Knoop x z
1 0.600 0.000 6 5.500 1.600
2 0.600 1.600
3 4.400 1.600
4 4.400 0.000
5 0.000 1.600
STAVEN
St. ki kj Profiel Aansl.i Aansl.j Lengte Opm.
1 1 2 1:B114.3/10 NDM ND 1.600
2 4 3 1:B114.3/10 NDM ND 1.600
3 2 3 2:HEB300 NDM NDM 3.800
4 5 2 2:HEB300 NDM NDM 0.600
5 3 6 2:HEB300 NDM NDM 1.100
VASTE STEUNPUNTEN
Nr. knoop Kode XZR l=vast O=vrij Hoek
1 1 111 0.00
2 4 111 0.00
3 5 010 0.00
4 6 110 0.00
BELASTINGGEVALLEN
B.G. Omschrijving Type e.g.X e.g.Zz
l Permanente belasting 1 0.00 —-1.00
2 Veranderlijk personen 2 0.00 0.00
BELASTINGEN B.G:1 Permanente
belasting

 

Eigen gewicht van alle staven is meegenomen in berekening. Richting:$

92

 

STAAFBELASTINGEN B.G:1l Permanente
belasting
Last Staaf Type a1/p/m q2 A B psi psi-t Opm

1 3 10:PZGeproj. -92.000 1.900

 

 

BELASTINGEN B.G:2 Veranderlijk

personen

 

171

 

Pagina 38/44

OxxXx

 

Berekening funderingsherstel Warmoesstraat 10 te Amsterdam 11 juli 2013
"
963330_bijlagen.zip__concatenated,96,"STRACKEE BV BOUWADVIESBUREAU werknummer: 912-096
berekeningnummer: 1
bladnummer: 10

 

 

 

 

 

 

 

 

factor
F1: categorie Gk OQ Y * breedte  lengte aantal Grep Qrep Qrep 6.10a  6.10b| stabiliteit / opdrijven
lengte
kar.  kar. rep. rep. rep.| 135G+ 120G+ [ 120G+ 090G
[KN/m2] [KN/m2] - [m] [m] - perm. mom extr. + mom.{1,50 * Qmom 150 Qextrmom|1,50 * Qmom 1,50 * Qgunstig
verdiepingsvloer nr 10 A 0,85 2,25 0,40|1,00 2,90 620 1 15,28 16,18 40,46 44,9 79,0 42,6 138]| ex
begane grondvloer nr 10 c 0,85 5,00 0,40/ 1,00 290 620 1 15,28 35,98  89,90 746 1532 72,3 13,8| ex
F1 [kN] 30,6 521 130,4| 119,5 232,2| 1149 27,5
Quasi blijvend / UGT 0,81 0,42

afstandtotbeginschema: 6,200 [m]

 

 

 

 

 

 

factor
F6: categorie G & % * breedte lengte aantal Grep Qrep Qrep 6.10a  6.10b]| stabiliteit/ opdrijven
lengte
kar.  kar. rep. rep. rep.| 1356+ 120G+ [120G+ 090G
[kN/m2] [KN/m?] - [m] [m] - perm. mom extr. + mom.|1,50 * Qmom 1.50 Qextr:mom|1,50 * Qmom 1,50 * Qgunstig
verdiepingsvloer nr 10 A 0,85 2,25 0,40/ 1,00 2,90 310 1 7,64 8,09 20,23 22,5 39,5| 21,3 6,9| ex
begane grondvloer nr 10 c 0,85 5,00 0,40| 1,00 2,90 310 1 7,64 17,98 44,95 37,3 76,6 36,1 6,9| ex
F6 [kN] 15,3 26,1 65,2 59,7 1161 57,4 13,8

 

 

Quasi blijvend / UGT 0,81 0,42
afstand tot vorige puntlast: _ 6,200 [m]

 

 

 

 

ongunstig stabiliteit / opdrijven
ZGiep ZQep ZGQep|Z610a 6100 z 5
rep. rep. rep.| 135G+ 120G+| 120G+ 0,90G
perm. mom. extr. + mom.[1,50 * Qmom 1,50 Qextr+mom|1,50 * Qmom 1,50 * Qgunstig
Totale belasting op kolommen tussenmuur [kN]| 367 487 793| 1.226 1.630] 1.171 330

 

 

 

 

 

 

Pagina 11/44

OxxX>x

 

Berekening funderingsherstel Warmoesstraat 10 te Amsterdam 11 juli 2013
"
963330_bijlagen.zip__concatenated,19,"Gemeente Amsterdam
26-mei-2011 stadsdeel Centrum
55-09-0102

Warmoesstraat 10

TTT 109

70

ly\\rvl‘

160
the scale towards documep’ g

t
Ù

Bedrijfsruimte
@ Bedrijfsruimte
{ h b adrijf #
 pakhss
|
ë |

- °

r

r

 

$

 

L P

8

10 09 03 02 01 C7 B7 A7 C8 B8 A8 C9 B9

L

T

0

‘l1‚n‚‚‚.…

lao

h

SEGANE GROND EERSTE VERD

lao

e *

2
EZ
dt dh

 

C1 B1 A1 C2 B2 A2 B5 A5 20 18 17 16 11

Patch Reference numbers on UTT

Image Engineering Scan Reference Chart TE263 Serial No.

 
"
963330_bijlagen.zip__concatenated,97,"STRACKEE BV BOUWADVIESBUREAU

werknummer:

912-096

berekeningnummer: 1

bladnummer:

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

| voorgevel |
1
Ltot = q1
6,200 m
6,200
factor
q1 H categorie Gk OQ Y * breedte  lengte aantal Grep Qrep Qrep 6.10a  6.10b| stabiliteit / opdrijven
lengte
kar. kar. rep. rep. rep.| 1,35G+ 1,20G+ | 1,20G+ 0,90G
[KN/m2] [KN/m2] - [m] [m] - perm mom extr. + mom.|1,50 * Qmom 1.50 Qextr:mom|1,50 * Qmom 1,50 * Qgunstig
voorgevel; 330mm bakst; pui 40% 4,16 1,00 1,00 15,50 1 64,48 870 77,4 77,4 58,0
plint voorgevel; 200mm beton 5,00 1,00 1,00 220 1 11,00 14,9 13,2 132 9,9
q1 ‚N/m'] 75,5 101,9 90,6 90,6 67,9
Quasi blijvend / UGT 0,74 0,83
lengtevandeq-last:  6,200 [m] totaal Qd [KN]: 632 562
ongunstig stabiliteit / opdrijven
X Grep XQrep XQep| Z6.10a x 6.10b È È
rep. rep. rep.| 1,35G+ 120G+| 120G+ 0,90G
perm. mom. extr. + mom.[1,50 * Qmom 1.50 Qextr+mom|1,50 * Qmom 1,50 * Qgunstig
Totale belasting op voorgevel [kN]| 468 632 562| 562 421
| achtergevel
1
Ltot = q1
6,200 m
6,200
factor
q1 H categorie Gk OQ Y * breedte  lengte aantal Grep Qrep Qrep 6.10a  6.10b]| stabiliteit / opdrijven
lengte
kar. kar. rep. rep. rep.| 1,35G+ 1,20G+ | 1,20G+ 0,90G
[kN/m2] [KN/m?] - [m] [m] - perm. mom extr. + mom.|1,50 * Qmom 1.50 Qextr:mom|1,50 * Qmom 1,50 * Qgunstig
hellend dak H 0,70 0,56 1,00 1,00 400 1 2,80 38 3,4 3,4 25
achtergevel; 330mm bakst; pui 50% 3,55 1,00 100 19,00 1 67,45 91,1 80,9 80,9 60,7
q1 ‚N/m'] 70,3 94,8 84,3 84,3 63,2
Quasi blijvend / UGT 0,74 0,83
lengtevandeq-last:  6,200 [m] totaal Qd [KN]: 588 523
ongunstig stabiliteit / opdrijven
X Grep XQrep XQrep| Z6.10a X 6.10b È z
rep. rep. rep.| 1,35G+ 120G+| 120G+ 0,90G
perm. mom. extr. + mom.|1,50 * Qmom 1.50 extrmom|1,50 * Qmom 1,50 * Qgunstig
Totale belasting op achtergevel [kN]| 436 588 523| 523 392

 

 

 

 

 

 

OxxXx

Pagina 12/44

 

Berekening funderingsherstel Warmoesstraat 10 te Amsterdam

11 juli 2013

11
"
963330_bijlagen.zip__concatenated,234,"Retouradres: Postbus 202, 1000 AE Amsterdam

Warmoesstraat 10I
1012JD AMSTERDAM
"
